id,author,title,venue,address,publisher,editor,date,volume,pages
919,"s udholt, m. and steigner, c.",on interprocedural data flow analysis for object oriented languages.,"proceedings of the fourth international conference on compiler construction,","berlin, germany,","springer-verlag,","in kastens,  u. and pfahler, p., eds.,",,,pp. 156-162.
920,"cramer, n. l.",a representation for the adaptive generation of simple sequential programs.,"proceedings of an international conference on genetic algorithms and their applications,","hillsdale, nj.",lawrence erlbaum associates.,"in grefenstette, j., editor,",,,"pages 183-187,"
921,"daelemans, w., van den bosch, a., and weijters, t.",(1990). the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pittsburgh, pa.",,"s. e. and lebiere, c.",,,
922,"utgoff, p.e.","decision tree induction based on efficient tree restructuring,",,"university of massachusetts, department of computer science, amherst, ma.",,,"(1996),",,
923,"utgoff, p. e. & precup, d.","feature extraction, construction, and selection: a data-mining perspective.",,,kluwer.,"in h. motoda & h. liu (eds.),",(1998).,,
924,utgoff p. e. mitchell tom m. and banerji r. b.,learning by experimentation: acquiring and refining problem- solving heuristics.,in machine learning.,,"tioga,",,1982.,,
925,scott e. fahlman and david b. mcdonald.,design considerations for cmu common lisp.,"advanced language implementation,",,"the mit press,","in peter lee, editor,",,"chapter 6,",pages 137-156.
926,s. t. pope and l. e.,"fahl en, building sound into a virtual environment,","in proceedings of the 5th multig workshop,","(stockholm, sweden),",,,,,
927,"wholey, skef, and fahlman, scott e.",the design of an instruction set for common lisp.,in proc. 1984 acm symposium on lisp and functional programming. acm sigplan/sigact/sigart,"(austin, texas,",,,,,150-158.
928,j. sklansky and d. f. kibler.,a theory of nonuniformity in digitized binary pictures.,"ieee trans. syst., man, and cybernetics,",,,,sept. 1976.,smc-6(9):,"637-647,"
929,"ortega, j., and fisher, d.",flexibly exploiting prior knwledge in empirical learning.,ijcai-95.,,,,1995.,,
930,"t. a. standish, d. c. harriman, d. f. kibler, and j. m. neighbors,","the irvine program transformation catalogue,",,"department of information and computer science, university of california, irvine,",,,january 1976.,,
931,"utgoff, p.e. and brodley, c.e.",linear machine decision trees.,,"university of massachusetts, amherst ma.",,,1991.,,
932,"townsend-webber, t. & kibler, d.",instance-based prediction of continuous values.,aaai workshop on case-based reasoning.,,,,(1994).,,
933,"langley, p., kibler, d. & granger, r.",components of learning in a reactive environment. in t.m.,machine learning: a guide to current research,"boston, ma:",kluwer.,"mitchell, j.g. carbonell & r.s. michalski (eds.),",(1986).,,(pp 167-172).
934,"fahle, m. w. and edelman, s.",learning in hyperacuity: influence of stimulus range and of feedback.,vision research.,,in press.,,,,
935,"kibler, d., & porter, b.",episodic learning.,in proceedings of aaai-83.,"los altos, ca:",morgan-kaufmann.,,(1983).,,191-196.
936,j.s. conery and d.f. kibler.,and parallelism and nondeterminism in logic programs.,"new generation computing,",,,,1985.,3,"43-70,"
937,paul e. utgoff.,feature function learning for value approximation.,,"university of massachusetts, amherst, ma.",,,,,
938,"t.m. mitchell, p.e. utgoff, b. nudel, r.b.",banerji learning problem-solving heuristics through practice.,in proceedings of the seventh international joint conference on ai 127-134 (1981),,,,,,
939,"norvig, p.",paradigms of artificial intelligence programming: case studies in common lisp.,,"san mateo, ca.","morgan kaufmann,",,(1992).,,
940,m. dill and m. fahle,the role of visual field position in pattern-discrimination learning.,proceedings of the royal society london b (in press).,,,,,,
941,"dutta, s. and shekhar, s.",bond rating: a non-conservative application of neural networks.,"in international joint conference on neural networks,","computer and information sciences, university of florida",,,,"volume 2,",pages 443-450.
942,jurgen knopp.,improving the performance of parallel lisp by compile time analysis.,"compiler construction, volume 641 of lecture notes in computer science,",,"springer-verlag,","in u. kastnes and p. pfahler, editors,",,,pages 271-277.
943,m. fahle and t. poggio.,visual hyperacuity: spatiotemporal interpolation in human vision.,"proceedings of the royal society of london, b,",,,,,213,"451-477,"
944,"fahlman, s. e.","cmu benchmark collection for neural net learning algorithms,",,"carnegie mellon university, school of computer science, pittsburgh.",,,,,
945,m. e. connel and p. e. utgoff.,learning to control a dynamic physical system.,"in proceeedings aaai 87,",,,,1987.,,"pages 456-459,"
946,"fahlman, s.","""representing implicit knowledge.""",parallel models of associative memory.,"hillsdale, nj:",lawrence erlbaum associates.,"in g. hinton and j. anderson (eds.),",,,
947,p. clark and s. matwin.,using qualitative models to guide inductive learning.,"proceedings of the tenth international machine learning conference, ml-93,",,,"in p. utgoff, editor,",1993.,,"pages 49-56,"
948,"mitchell, t. m.","learning and problem solving,",proceedings of ijcai-83.,"los altos, ca:",morgan-kaufmann.,,(1983),,1139-1151.
949,s. c. shapiro.,"review of fahlman, scott netl: a system for representing and using real-world knowledge.","american journal of computational linguistics,",,,,,6(3),"183-186,"
950,"(aha and goldstone, 1992) aha, d. w. and gold-stone, r. l.",concept learning and flexible weighting.,"in proceedings of the fourteenth annual conference of the cognitive science society,","indiana univeristy, bloomington, in.",lawrence erl-baum associates.,,1992.,,534-539.
951,scott e. fahlman.,extended abstract:,"parallel processing in artificial intelligence. parallel computing,",,,,,2,"283-286,"
952,"kibler, d. and conery, j.",parallelism in ai programs.,,"irvine computational intelligence project, information and computer science department, university of california, irvine.",,,,,
953,p.e. utgoff.,adjusting bias in concept learning.,"in ijcai-83,","los angeles, ca,",kaufmann.,,1983.,,"pages 447-449,"
954,"d. kibler, d. aha, and m. k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6(1),",
955,scott e. fahlman.,design sketch for a million-element netl machine.,"in the first annual conference on artificial intelligence. aaai,",,,,,,
956,"(aha and goldstone, 1992) aha, d. w. and gold stone, r. l.",concept learning and flexible weighting.,"in proceedings of the fourteenth annual conference of the cognitive science society,","indiana univeristy, bloomington, in.",lawrence erl-baum associates.,,1992.,,534-539.
957,"vitek, j., horspool, r. n., and uhl, j. s.",compile-time analysis of object-oriented programs.,"proceedings of the fourth international conference on compiler construction,","berlin, germany,","springer-verlag,","in kastens u. and pfahler, p., eds.,",,,pp. 236-250.
958,"david r. safford, douglas l. schales, and david k. hess.",the tamu security package: an outgoing response to internet intruders in an academic environment.,"in proceedings of the fourth usenix security symposium. usenix association,",,,,1993.,,
959,dunja mladenic.,combinatorial optimization in inductive concept learning.,"in ml-93 ,",,,editor: paul e. utgoff.,,,pages 205-211.
960,"aha, d. w., kibler, d. & albert, m. k.",instance-based learning algorithms.,,,,,(1990).,,
961,ron rymon.,an se-tree based characterization of the induction problem.,"in ml-93 ,",,,editor: paul e. utgoff.,,,pages 268-275.
962,"kibler, d.","(1978) power, efficiency, and correctness of transformation systems . ph.d.",,"university of california, irvine.",,,,,
963,"dempster, a., laird, n., and rubin, d.",maximum likelihood from incomplete data via the em algorithm.,"journal of the royal statistical society b,",,,,,39,1-38.
964,"chapman, d.",,"vision, instruction, and action.","cambridge, ma","mit press,",,(1991).,,
965,"fahlman s, touretzky d and van roggen w,","cancellation in a parallel semantic network,","in proc ijcai-81,",menlo park:,,,,,"257-263,"
966,"minton, s., drummond, m., bresina, j. l., & phillips, a. b.",total order vs. partial order planning: factors influencing performance.,"in proceedings of the third international conference on principles of knowledge representation and reasoning,","cambridge,ca.",,,(1992).,,pp83-92.
967,"torgo, l.",: data fitting with rule-based regression.,"in proceedings of the 2nd international workshop on artificial intelligence techniques (ait95) ,",czech republic.,,"zizka,j.  and brazdil,p. (eds.)",(1995),,
968,"david b. mcdonald, scott e. fahlman, and skef wholey.",internal design of cmu common lisp on the ibm rt pc.,,"carnegie mellon university,",,,,,
969,"l. j. hendren, g. r. gao, e. r. altman, and c. muk-erji.",a register allocation framework based on hierarchical cyclic interval graphs.,"proc. of the intl. conf. on compiler construction, number 641 in lec. notes in comp. sci.,",,"springer-verlag,","in u. kastens and p. pfahler, editors,",,,pages 176-191.
970,steve benford and lennart e. fahlen.,a spatial model of interaction in large virtual environments.,"in proceedings of ecscw'93,","milan,",,,,,
971,m. dill and m. fahle,limited translation invari-ance of human visual pattern recognition.,perception & psychophysics (in press).,,,,,,
972,"j.frankel, l.alvarez, r.horowitz, and p.li.","""robust platoon manuevers for avhs,""",,university of california.,,,,,
973,"white, m. & fahlman, s. e.","""neural-bench benchmark collection"",",,,,,,,
974,"nilsson, n. j.","""teleo-reactive programs for agent control"",","journal of artificial intelligence research 1,",,,,"(1994),",,139 - 158.
975,scott e. fahlman.,some thoughts on netl 15 years later.,"innovative applications of massive parallelism,",stanford university.,"aaai,","in james geller, editor,",,,pages 85-89.
976,"fahle, m.","(1991) parallel perception of vernier offsets, curvature, and chevrons in humans.","vis. res.,",,,,,31:,2149-2184.
977,"stone, c.j.",: consistent nonparametric regression.,"the annals of statistics,",,,,(1977),"5 ,",595-645.
978,"chapman, d.",planning for conjunctive goals.,"artificial intelligence,",,,,(1987).,"32,",333-377.
979,p. pfahler and u. kastens.,language design and implementation by selection.,"in first acm sigplan workshop on domain-specific languages,","paris, france,",,,,,
980,"guy l. steele jr., scott e. fahlman, richard p. gabriel, david a. moon, and daniel l. weinreb.",common lisp: the language.,,"burlington, massachusetts,","digital press,",,,,
981,"herzog, m.h. & fahle, m.",a recurrent model for learning a hyperacuity task.,"perception,",,,,,"24,",
982,"kriegel, h.p., heep s., fahldiek a., mysliwitz n.","""query processing of geometric objects with free form boundaries in spatial databases"".","proc. 4th int. conf. dexa 1993,",,,,,,pp. 349-360.
983,"ourston, d. & mooney, r.",theory refinement combining analytical and empirical methods.,"artificial intelligence,",,,,(1994).,66(2),273-309.
984,s. h. nienhuys-cheng and r. de wolf (1996).,"least generalizations and greatest specializations of sets of clauses,","journal of artificial intelligence research,",,,,,4,341-363
985,"suzanne skiblics, edward j. klimas, and david a. thomas.",smalltalk with style.,,,"prentice-hall,",,1996.,,
986,"walter, j., henke-fahle, s. & bonhoeffer, f.",1987 avoidance of posterior tectal membranes by temporal retinal axons.,"development 101,",,,,,,909-913.
987,"q. zheng,","real-time fault-tolerant communication in computer networks,",,"university of michigan,",,,1993.,,
988,"steve benford, john bowers, lennart fahlen, chris greenhalg, john mariani, and tom rodden.",networked virtual realitty and cooperative work.,"presence,",,,,,4(4),"364-386,"
989,"cleeremans, a., servan-schreiber, d., & mcclelland, j.",finite state automata and simple recurrent networks.,"neural computation,",,,,(1989).,1,372-381.
990,"benford, s., and fahln, l.","viewpoints, actionpoints and spatial frames for collaborative user interfaces,","6th ercim workshop,",stockholm.,,,,,
991,"r. forchheimer and o. fahlander,","low bit-rate coding through animation,","in proceedings picture coding symposium (pcs-83), davis,",,,,,,"pp. 113-114,"
992,torgo l.,"""incremental rule learning using entropy based search""",,,,,(1990):,,
